,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Match Number,Alliance,Robot #,Team,Has Entry,No Show,Starting Position,Auto Primary Role,Auto Secondary Role,Auto Fuel %,Auto Fuel % Alliance,Auto Fuel Alliance,Auto Fuel Team,Auto % Shooting,Auto Max Fuel Possible,Won Auto,Transition Primary Role,Transition Secondary Role,Transition Fuel %,Transition Fuel % Alliance,Transition Fuel Alliance,Transition Fuel Team,Transition % Shooting,Transition Max Fuel Possible,Shift 1 Primary Role,Shift 1 Secondary Role,Shift 1 Fuel %,Shift 1 Fuel % Alliance,Shift 1 Fuel Alliance,Shift 1 Fuel Team,Shift 1 % Shooting,Shift 1 Max Fuel Possible,Shift 2 Primary Role,Shift 2 Secondary Role,Shift 2 Fuel %,Shift 2 Fuel % Alliance,Shift 2 Fuel Alliance,Shift 2 Fuel Team,Shift 2 % Shooting,Shift 2 Max Fuel Possible,Shift 3 Primary Role,Shift 3 Secondary Role,Shift 3 Fuel %,Shift 3 Fuel % Alliance,Shift 3 Fuel Alliance,Shift 3 Fuel Team,Shift 3 % Shooting,Shift 3 Max Fuel Possible,Shift 4 Primary Role,Shift 4 Secondary Role,Shift 4 Fuel %,Shift 4 Fuel % Alliance,Shift 4 Fuel Alliance,Shift 4 Fuel Team,Shift 4 % Shooting,Shift 4 Max Fuel Possible,Endgame Primary Role,Endgame Secondary Role,Endgame Fuel %,Endgame Fuel % Alliance,Endgame Fuel Alliance,Endgame Fuel Team,Endgame % Shooting,Endgame Max Fuel Possible,Tele-Op Max Fuel Possible,Total Fuel Scored,Auto Climb Attempt,Auto Climb Success,Tele-Op Climb Attempt,Tele-Op Climb Success,Shooter Rating,Passer Rating,Intake Rating,Driver Rating,Defense Avoidance Rating,Defense Rating,Notes,Recent Match
74,Red,2,1731,1,,Left Trench,Intake from Neutral Zone,Score,40%,80%,71,35.50,33.3%,106.61,TRUE,Intake from Neutral Zone,Score,40%,40%,48,48.00,33.3%,144.14,Pass,Intake from Neutral Zone,40%,40%,0,0.00,0%,0.00,Score,None,40%,60%,105,70.00,100%,70.00,Intake from Neutral Zone,Pass,0%,0%,0,0.00,0%,0.00,Score,None,50%,100%,106,53.00,100%,53.00,Score,None,70%,120%,68,39.67,100%,39.67,413.42,246.17,Not Attempted,None,Not Attempted,None,5,5,5,5,0,0,Really good double turret and grate passing and intake.,TRUE
74,Red,3,5724,1,,Hub,Idle,None,0%,80%,71,0.00,0%,0.00,TRUE,Intake from Neutral Zone,None,0%,40%,48,0.00,0%,0.00,Defense,Intake from Neutral Zone,0%,40%,0,0.00,0%,0.00,Idle,None,0%,60%,105,0.00,0%,0.00,Defense,None,0%,0%,0,0.00,0%,0.00,Idle,None,0%,100%,106,0.00,0%,0.00,Idle,None,0%,120%,68,0.00,0%,0.00,0.00,0.00,Not Attempted,None,Not Attempted,None,0,0,0,4,0,3,,TRUE
75,Blue,1,1262,1,,Left Trench,Intake from Neutral Zone,Score,20%,70%,33,9.43,33.3%,28.31,FALSE,Intake from Neutral Zone,None,0%,10%,5,0.00,0%,0.00,Score,None,60%,130%,65,30.00,100%,30.00,Intake from Neutral Zone,None,0%,0%,0,0.00,0%,0.00,Score,None,0%,0%,84,28.00,100%,28.00,Defense,None,0%,0%,0,0.00,0%,0.00,Score,None,40%,100%,77,30.80,100%,30.80,117.11,98.23,Not Attempted,None,Not Attempted,None,3,0,2,3,0,2,Average,TRUE
75,Blue,2,3748,1,,Left Trench,Idle,Idle,0%,70%,33,0.00,0%,0.00,FALSE,Intake from Neutral Zone,Score,10%,10%,5,5.00,33.3%,15.02,Score,Score,20%,130%,65,10.00,100%,10.00,Intake from Neutral Zone,Intake from Neutral Zone,0%,0%,0,0.00,0%,0.00,Score,Score,0%,0%,84,28.00,100%,28.00,Pass,Defense,0%,0%,0,0.00,0%,0.00,Idle,Score,10%,100%,77,7.70,33.3%,23.12,76.14,50.70,Not Attempted,None,Not Attempted,None,2,0,3,2,1,1,,TRUE
75,Blue,3,3939,1,,Hub,Score,None,50%,70%,33,23.57,100%,23.57,FALSE,Idle,None,0%,10%,5,0.00,0%,0.00,Intake from Neutral Zone,Score,50%,130%,65,25.00,33.3%,75.08,Defense,Intake from Neutral Zone,0%,0%,0,0.00,0%,0.00,Score,None,0%,0%,84,28.00,100%,28.00,Intake from Neutral Zone,None,0%,0%,0,0.00,0%,0.00,Score,Score,50%,100%,77,38.50,100%,38.50,165.15,115.07,Not Attempted,None,Not Attempted,None,4,0,3,3,0,0,,TRUE
75,Red,1,2106,1,,Left Trench,Intake from Neutral Zone,Score,70%,140%,87,43.50,33.3%,130.63,TRUE,Intake from Neutral Zone,Score,60%,140%,32,13.71,33.3%,41.18,Intake from Neutral Zone,Pass,0%,0%,0,0.00,0%,0.00,Score,Intake from Neutral Zone,60%,140%,125,53.57,66.7%,80.32,Intake from Neutral Zone,Intake from Neutral Zone,0%,0%,0,0.00,0%,0.00,Score,Score,60%,120%,133,66.50,100%,66.50,Score,Score,100%,150%,40,26.67,100%,26.67,345.30,203.95,Not Attempted,None,Not Attempted,None,5,5,5,5,0,0,,TRUE
75,Red,2,5549,1,,Right Trench,Intake from Neutral Zone,Score,50%,140%,87,31.07,33.3%,93.31,TRUE,Intake from Neutral Zone,Score,60%,140%,32,13.71,33.3%,41.18,Intake from Neutral Zone,None,0%,0%,0,0.00,0%,0.00,Score,Intake from Neutral Zone,60%,140%,125,53.57,66.7%,80.32,Pass,Intake from Neutral Zone,0%,0%,0,0.00,0%,0.00,Idle,None,50%,120%,133,55.42,0%,0.00,Idle,None,40%,150%,40,10.67,0%,0.00,214.81,164.44,Not Attempted,None,Not Attempted,None,4,5,3,4,0,0,Good but they did an e stop or something for some reason near the end.,TRUE
75,Red,3,11318,1,,Hub,Score,None,20%,140%,87,12.43,100%,12.43,TRUE,Score,None,20%,140%,32,4.57,100%,4.57,Intake from Neutral Zone,None,0%,0%,0,0.00,0%,0.00,Score,None,20%,140%,125,17.86,100%,17.86,Intake from Neutral Zone,None,0%,0%,0,0.00,0%,0.00,Score,None,10%,120%,133,11.08,100%,11.08,Score,None,10%,150%,40,2.67,100%,2.67,48.61,48.61,Not Attempted,None,Not Attempted,None,3,0,3,3,0,0,,TRUE
76,Blue,1,1389,1,,Hub,Idle,None,0%,90%,45,0.00,0%,0.00,FALSE,Score,None,100%,240%,21,8.75,100%,8.75,Score,None,50%,130%,67,25.77,100%,25.77,Intake from Neutral Zone,None,0%,0%,0,0.00,0%,0.00,Score,None,0%,0%,118,39.33,100%,39.33,Intake from Neutral Zone,None,0%,0%,0,0.00,0%,0.00,Score,None,30%,100%,111,33.30,100%,33.30,107.15,107.15,Not Attempted,None,Not Attempted,None,4,0,3,3,0,0,Average,TRUE
76,Blue,2,540,1,,Right Trench,Intake from Neutral Zone,Score,50%,90%,45,25.00,33.3%,75.08,FALSE,Score,Intake from Neutral Zone,70%,240%,21,6.13,66.7%,9.18,Score,Intake from Neutral Zone,40%,130%,67,20.62,66.7%,30.91,Defense,Pass,0%,0%,0,0.00,0%,0.00,Intake from Neutral Zone,Score,0%,0%,118,39.33,33.3%,118.12,Defense,Defense,0%,0%,0,0.00,0%,0.00,Score,Intake from Neutral Zone,20%,100%,111,22.20,66.7%,33.28,266.57,113.27,Not Attempted,None,Not Attempted,None,2,0,3,3,1,2,,TRUE
76,Blue,3,1908,1,,Left Trench,Score,None,40%,90%,45,20.00,100%,20.00,FALSE,Score,None,70%,240%,21,6.13,100%,6.13,Score,None,40%,130%,67,20.62,100%,20.62,Intake from Neutral Zone,None,0%,0%,0,0.00,0%,0.00,Score,Score,0%,0%,118,39.33,100%,39.33,Intake from Neutral Zone,None,0%,0%,0,0.00,0%,0.00,Score,None,50%,100%,111,55.50,100%,55.50,141.57,141.57,Not Attempted,None,Not Attempted,None,4,3,4,4,0,0,,TRUE
76,Red,1,449,1,,Left Trench,Intake from Neutral Zone,Score,60%,80%,69,51.75,33.3%,155.41,TRUE,Score,Score,100%,100%,25,25.00,100%,25.00,Intake from Neutral Zone,Pass,0%,0%,0,0.00,0%,0.00,Score,Score,60%,70%,97,83.14,100%,83.14,Intake from Neutral Zone,Intake from Neutral Zone,0%,0%,0,0.00,0%,0.00,Score,Score,60%,80%,102,76.50,100%,76.50,Intake from Neutral Zone,Score,70%,80%,102,89.25,33.3%,268.02,608.07,325.64,Not Attempted,None,Not Attempted,None,5,0,5,5,0,0,,TRUE
76,Red,2,10224,1,,Hub,Idle,None,0%,80%,69,0.00,0%,0.00,TRUE,Intake from Neutral Zone,None,0%,100%,25,0.00,0%,0.00,Intake from Neutral Zone,None,0%,0%,0,0.00,0%,0.00,Idle,None,0%,70%,97,0.00,0%,0.00,Intake from Neutral Zone,None,0%,0%,0,0.00,0%,0.00,Idle,None,0%,80%,102,0.00,0%,0.00,Score,None,0%,80%,102,0.00,100%,0.00,0.00,0.00,Not Attempted,None,Not Attempted,None,1,0,2,1,0,0,Takes all the balls it can and fails to shoot in the hub it got at most 10 shots total.,TRUE
76,Red,3,2537,1,,Right Trench,Score,None,20%,80%,69,17.25,100%,17.25,TRUE,Intake from Neutral Zone,None,0%,100%,25,0.00,0%,0.00,Intake from Neutral Zone,None,0%,0%,0,0.00,0%,0.00,Score,None,10%,70%,97,13.86,100%,13.86,Score,None,0%,0%,0,0.00,100%,0.00,Score,None,20%,80%,102,25.50,100%,25.50,Score,None,10%,80%,102,12.75,100%,12.75,69.36,69.36,Not Attempted,None,Not Attempted,None,4,0,4,3,0,0,,TRUE
77,Blue,1,4541,1,,Hub,Score,None,30%,100%,46,13.80,100%,13.80,TRUE,Intake from Neutral Zone,None,0%,100%,0,0.00,0%,0.00,Pass,None,0%,100%,0,0.00,0%,0.00,Score,None,30%,100%,103,30.90,100%,30.90,Intake from Neutral Zone,Pass,0%,100%,0,0.00,0%,0.00,Score,None,30%,100%,57,17.10,100%,17.10,Score,None,40%,100%,61,24.40,100%,24.40,86.20,86.20,Not Attempted,None,Not Attempted,None,3,4,3,3,0,0,"Great passing, slow slow shooter.",TRUE
77,Blue,2,686,0,,,,,0%,100%,46,0.00,0%,0.00,TRUE,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,103,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,57,0.00,0%,0.00,,,0%,100%,61,0.00,0%,0.00,0.00,0.00,,None,,None,,,,,,,,TRUE
77,Blue,3,1719,1,,Left Trench,Score,None,10%,100%,46,4.60,100%,4.60,TRUE,Defense,None,0%,100%,0,0.00,0%,0.00,Defense,None,0%,100%,0,0.00,0%,0.00,Defense,None,0%,100%,103,0.00,0%,0.00,Defense,None,0%,100%,0,0.00,0%,0.00,Defense,None,0%,100%,57,0.00,0%,0.00,Defense,None,0%,100%,61,0.00,0%,0.00,4.60,4.60,Not Attempted,None,Not Attempted,None,2,2,0,3,0,3,,TRUE
77,Red,1,8590,1,,Hub,Idle,Idle,0%,70%,25,0.00,0%,0.00,FALSE,Idle,Idle,0%,40%,0,0.00,0%,0.00,Idle,Idle,0%,20%,40,0.00,0%,0.00,Idle,Idle,0%,50%,0,0.00,0%,0.00,Defense,Defense,0%,0%,43,14.33,0%,0.00,Intake from Neutral Zone,Intake from Neutral Zone,0%,30%,0,0.00,0%,0.00,Defense,Defense,0%,50%,32,0.00,0%,0.00,0.00,14.33,Not Attempted,None,Not Attempted,None,0,0,0,2,0,0,,TRUE
77,Red,2,2890,1,,Right Trench,Score,None,20%,70%,25,7.14,100%,7.14,FALSE,Pass,None,20%,40%,0,0.00,0%,0.00,Pass,Intake from Neutral Zone,20%,20%,40,40.00,0%,0.00,Intake from Neutral Zone,None,20%,50%,0,0.00,0%,0.00,Score,None,0%,0%,43,14.33,100%,14.33,Idle,None,0%,30%,0,0.00,0%,0.00,Score,None,30%,50%,32,19.20,100%,19.20,40.68,80.68,Not Attempted,None,Not Attempted,Level1,3,0,1,2,0,0,,TRUE
77,Red,3,2377,1,,Left Trench,Score,None,50%,70%,25,17.86,100%,17.86,FALSE,Score,None,20%,40%,0,0.00,100%,0.00,Intake from Neutral Zone,None,0%,20%,40,0.00,0%,0.00,Score,None,30%,50%,0,0.00,100%,0.00,Score,None,0%,0%,43,14.33,100%,14.33,Score,None,30%,30%,0,0.00,100%,0.00,Score,None,20%,50%,32,12.80,100%,12.80,44.99,44.99,Not Attempted,None,Not Attempted,None,2,0,2,3,0,0,Ben was better.,TRUE
78,Blue,1,4472,1,,Hub,Score,None,30%,140%,61,13.07,100%,13.07,TRUE,Intake from Neutral Zone,Pass,0%,120%,43,0.00,0%,0.00,Pass,None,0%,0%,0,0.00,0%,0.00,Score,None,40%,130%,106,32.62,100%,32.62,Intake from Neutral Zone,None,0%,0%,0,0.00,0%,0.00,Score,None,20%,90%,81,18.00,100%,18.00,Score,None,30%,130%,80,18.46,100%,18.46,82.15,82.15,Not Attempted,None,Not Attempted,None,4,3,3,3,0,0,Good passer and shooter.,TRUE
78,Blue,2,10004,1,,Left Trench,Score,Intake from Neutral Zone,40%,140%,61,17.43,66.7%,26.13,TRUE,Score,Score,20%,120%,43,7.17,100%,7.17,Pass,Pass,0%,0%,0,0.00,0%,0.00,Score,Score,30%,130%,106,24.46,100%,24.46,Score,Intake from Neutral Zone,0%,0%,0,0.00,66.7%,0.00,Score,Score,20%,90%,81,18.00,100%,18.00,Intake from Neutral Zone,Score,30%,130%,80,18.46,33.3%,55.44,131.20,85.52,Not Attempted,None,Not Attempted,None,3,0,3,4,0,0,,TRUE
78,Blue,3,836,1,,Right Trench,Score,None,70%,140%,61,30.50,100%,30.50,TRUE,Score,None,100%,120%,43,35.83,100%,35.83,Intake from Neutral Zone,None,0%,0%,0,0.00,0%,0.00,Score,None,60%,130%,106,48.92,100%,48.92,Intake from Neutral Zone,None,0%,0%,0,0.00,0%,0.00,Score,Score,50%,90%,81,45.00,100%,45.00,Score,None,70%,130%,80,43.08,100%,43.08,203.33,203.33,Not Attempted,None,Not Attempted,None,4,4,5,4,4,0,,TRUE
78,Red,1,1895,1,,Right Bump,Idle,Intake from Neutral Zone,0%,60%,46,0.00,0%,0.00,FALSE,Pass,Pass,0%,70%,11,0.00,0%,0.00,Defense,Defense,0%,70%,70,0.00,0%,0.00,Defense,Defense,0%,60%,0,0.00,0%,0.00,Pass,Defense,0%,0%,125,41.67,0%,0.00,Defense,Pass,0%,80%,0,0.00,0%,0.00,Idle,Idle,0%,80%,112,0.00,0%,0.00,0.00,41.67,Not Attempted,None,Not Attempted,None,0,0,0,2,0,0,,TRUE
78,Red,2,620,1,,Hub,Score,None,10%,60%,46,7.67,100%,7.67,FALSE,Intake from Neutral Zone,None,10%,70%,11,1.57,0%,0.00,Intake from Neutral Zone,Score,20%,70%,70,20.00,33.3%,60.06,Intake from Neutral Zone,None,20%,60%,0,0.00,0%,0.00,Score,None,0%,0%,125,41.67,100%,41.67,Intake from Neutral Zone,None,40%,80%,0,0.00,0%,0.00,Score,None,40%,80%,112,56.00,100%,56.00,165.39,126.90,Not Attempted,None,Not Attempted,None,4,0,2,3,0,0,Last few seconds it shutdown really good for the teleport part.,TRUE
78,Red,3,1086,1,,Left Bump,Score,None,50%,60%,46,38.33,100%,38.33,FALSE,Score,None,60%,70%,11,9.43,100%,9.43,Score,None,50%,70%,70,50.00,100%,50.00,Score,None,40%,60%,0,0.00,100%,0.00,Score,None,0%,0%,125,41.67,100%,41.67,Score,None,40%,80%,0,0.00,100%,0.00,Score,None,40%,80%,112,56.00,100%,56.00,195.43,195.43,Not Attempted,None,Not Attempted,None,4,0,4,3,0,0,,TRUE
79,Blue,1,4099,1,,Hub,Intake from Neutral Zone,Score,70%,110%,52,33.09,33.3%,99.37,TRUE,Score,None,100%,100%,5,5.00,100%,5.00,Intake from Neutral Zone,None,0%,0%,0,0.00,0%,0.00,Score,None,50%,60%,57,47.50,100%,47.50,Intake from Neutral Zone,None,0%,0%,0,0.00,0%,0.00,Score,None,100%,100%,40,40.00,100%,40.00,Intake from Neutral Zone,Score,90%,100%,49,44.10,33.3%,132.43,324.30,169.69,Not Attempted,None,Not Attempted,None,5,3,4,5,3,0,Great shooter and strategy. Good 👍 intake.,TRUE
79,Blue,2,5587,1,,Right Trench,Score,Score,10%,110%,52,4.73,100%,4.73,TRUE,Idle,Score,0%,100%,5,0.00,33.3%,0.00,Idle,Intake from Neutral Zone,0%,0%,0,0.00,0%,0.00,Score,Pass,10%,60%,57,9.50,66.7%,14.24,Defense,Intake from Neutral Zone,0%,0%,0,0.00,0%,0.00,Pass,Intake from Neutral Zone,0%,100%,40,0.00,0%,0.00,Pass,Score,10%,100%,49,4.90,33.3%,14.71,33.68,19.13,Not Attempted,None,Not Attempted,None,1,2,1,2,0,2,,TRUE
79,Blue,3,9033,1,,Hub,Score,None,30%,110%,52,14.18,100%,14.18,TRUE,Intake from Neutral Zone,None,0%,100%,5,0.00,0%,0.00,Defense,None,0%,0%,0,0.00,0%,0.00,Pass,None,0%,60%,57,0.00,0%,0.00,Defense,None,0%,0%,0,0.00,0%,0.00,Defense,None,0%,100%,40,0.00,0%,0.00,Defense,None,0%,100%,49,0.00,0%,0.00,14.18,14.18,Not Attempted,None,Not Attempted,None,0,0,0,4,4,5,Generational defense ,TRUE
79,Red,1,11425,1,,Hub,Intake from Neutral Zone,Pass,0%,30%,47,0.00,0%,0.00,FALSE,Intake from Neutral Zone,Intake from Neutral Zone,0%,40%,14,0.00,0%,0.00,Defense,Defense,0%,80%,45,0.00,0%,0.00,Intake from Neutral Zone,Pass,0%,0%,0,0.00,0%,0.00,Defense,Defense,0%,0%,60,20.00,0%,0.00,Intake from Neutral Zone,Idle,0%,0%,0,0.00,0%,0.00,Defense,Defense,0%,90%,35,0.00,0%,0.00,0.00,20.00,Not Attempted,None,Not Attempted,None,0,0,0,2,0,0,,TRUE
79,Red,2,422,1,,Right Trench,Intake from Neutral Zone,Score,30%,30%,47,47.00,33.3%,141.14,FALSE,Score,None,40%,40%,14,14.00,100%,14.00,Score,Intake from Neutral Zone,80%,80%,45,45.00,66.7%,67.47,Pass,Intake from Neutral Zone,0%,0%,0,0.00,0%,0.00,Score,None,0%,0%,60,20.00,100%,20.00,Pass,Intake from Neutral Zone,0%,0%,0,0.00,0%,0.00,Score,Pass,90%,90%,35,35.00,66.7%,52.47,295.08,161.00,Not Attempted,None,Not Attempted,None,5,5,4,5,4,0,The first game the intake did’t break and they did well even while being defended.,TRUE
79,Red,3,10679,1,,Right Trench,Idle,None,0%,30%,47,0.00,0%,0.00,FALSE,Defense,None,0%,40%,14,0.00,0%,0.00,Defense,None,0%,80%,45,0.00,0%,0.00,Defense,None,0%,0%,0,0.00,0%,0.00,Defense,None,0%,0%,60,20.00,0%,0.00,Defense,None,0%,0%,0,0.00,0%,0.00,Defense,None,0%,90%,35,0.00,0%,0.00,0.00,20.00,Not Attempted,None,Not Attempted,None,0,0,0,4,0,4,,TRUE
80,Blue,1,401,1,,Right Trench,Intake from Neutral Zone,Score,30%,70%,42,18.00,33.3%,54.05,FALSE,Idle,None,0%,0%,0,0.00,0%,0.00,Score,None,20%,20%,30,30.00,100%,30.00,Pass,None,0%,0%,0,0.00,0%,0.00,Score,None,0%,0%,77,25.67,100%,25.67,Pass,Idle,0%,0%,0,0.00,0%,0.00,Idle,None,0%,0%,27,9.00,0%,0.00,109.72,82.67,Not Attempted,None,Not Attempted,None,5,5,3,4,0,0,Died half way. Amazing shooter and passing.,TRUE
80,Blue,2,1111,1,,Hub,Score,Idle,0%,70%,42,0.00,66.7%,0.00,FALSE,Pass,Pass,0%,0%,0,0.00,0%,0.00,Pass,Defense,0%,20%,30,0.00,0%,0.00,Defense,Defense,0%,0%,0,0.00,0%,0.00,Defense,Defense,0%,0%,77,25.67,0%,0.00,Defense,Defense,0%,0%,0,0.00,0%,0.00,Defense,Defense,0%,0%,27,9.00,0%,0.00,0.00,34.67,Not Attempted,None,Not Attempted,None,1,1,0,1,1,2,,TRUE
80,Blue,3,5804,1,,Left Trench,Score,None,40%,70%,42,24.00,100%,24.00,FALSE,Idle,None,0%,0%,0,0.00,0%,0.00,Idle,None,0%,20%,30,0.00,0%,0.00,Idle,Defense,0%,0%,0,0.00,0%,0.00,Pass,None,0%,0%,77,25.67,0%,0.00,Pass,Defense,0%,0%,0,0.00,0%,0.00,Pass,None,0%,0%,27,9.00,0%,0.00,24.00,58.67,Not Attempted,None,Not Attempted,None,2,3,0,3,0,3,,TRUE
80,Red,1,11415,1,,Right Trench,Intake from Neutral Zone,Score,50%,100%,81,40.50,33.3%,121.62,TRUE,Score,Score,50%,100%,31,15.50,100%,15.50,Pass,Intake from Neutral Zone,0%,50%,0,0.00,0%,0.00,Score,Score,60%,110%,120,65.45,100%,65.45,Intake from Neutral Zone,Pass,0%,0%,0,0.00,0%,0.00,Score,Score,60%,110%,111,60.55,100%,60.55,Score,Score,50%,100%,103,51.50,100%,51.50,314.62,233.50,Not Attempted,None,Not Attempted,None,4,4,4,5,0,0,,TRUE
80,Red,2,2421,1,,Hub,Idle,None,0%,100%,81,0.00,0%,0.00,TRUE,Score,None,0%,100%,31,0.00,100%,0.00,Defense,None,0%,50%,0,0.00,0%,0.00,Defense,None,0%,110%,120,0.00,0%,0.00,Defense,None,0%,0%,0,0.00,0%,0.00,Defense,None,0%,110%,111,0.00,0%,0.00,Pass,None,0%,100%,103,0.00,0%,0.00,0.00,0.00,Not Attempted,None,Not Attempted,None,1,3,0,1,0,1,Scored 2 points in total had extremely bad defense as well the only thing they can do okay is pass balls.,TRUE
80,Red,3,5338,1,,Left Trench,Score,None,50%,100%,81,40.50,100%,40.50,TRUE,Score,None,50%,100%,31,15.50,100%,15.50,Score,None,50%,50%,0,0.00,100%,0.00,Score,None,50%,110%,120,54.55,100%,54.55,Score,None,0%,0%,0,0.00,100%,0.00,Score,None,50%,110%,111,50.45,100%,50.45,Score,None,50%,100%,103,51.50,100%,51.50,212.50,212.50,Not Attempted,None,Not Attempted,None,5,0,4,5,0,0,,TRUE
81,Blue,1,5243,1,,Hub,Score,None,30%,110%,92,25.09,100%,25.09,TRUE,Idle,None,0%,100%,23,0.00,0%,0.00,Intake from Neutral Zone,None,0%,0%,0,0.00,0%,0.00,Score,None,30%,130%,93,21.46,100%,21.46,Intake from Neutral Zone,None,0%,0%,0,0.00,0%,0.00,Score,None,20%,110%,67,12.18,100%,12.18,Score,None,50%,120%,65,27.08,100%,27.08,85.82,85.82,L1 Attempted,None,Not Attempted,None,3,0,1,4,0,0,Slow drive train. Slow shooter. Small hopper.,TRUE
81,Blue,2,9072,1,,Left Trench,Intake from Neutral Zone,Score,80%,110%,92,66.91,33.3%,200.93,TRUE,Intake from Neutral Zone,Score,100%,100%,23,23.00,33.3%,69.07,Intake from Neutral Zone,Pass,0%,0%,0,0.00,0%,0.00,Score,Intake from Neutral Zone,70%,130%,93,50.08,66.7%,75.08,Intake from Neutral Zone,Defense,0%,0%,0,0.00,0%,0.00,Score,Intake from Neutral Zone,90%,110%,67,54.82,66.7%,82.19,Intake from Neutral Zone,Score,70%,120%,65,37.92,33.3%,113.86,541.13,232.72,Not Attempted,None,Not Attempted,None,5,0,4,5,1,2,,TRUE
81,Blue,3,339,1,,Hub,Idle,None,0%,110%,92,0.00,0%,0.00,TRUE,Intake from Neutral Zone,None,0%,100%,23,0.00,0%,0.00,Pass,Intake from Neutral Zone,0%,0%,0,0.00,0%,0.00,Score,None,30%,130%,93,21.46,100%,21.46,Intake from Neutral Zone,Defense,0%,0%,0,0.00,0%,0.00,Intake from Neutral Zone,Defense,0%,110%,67,0.00,0%,0.00,Pass,None,0%,120%,65,0.00,0%,0.00,21.46,21.46,Not Attempted,None,Not Attempted,None,2,2,2,1,0,2,,TRUE
81,Red,1,614,1,,Right Bump,Intake from Neutral Zone,Score,40%,160%,77,19.25,33.3%,57.81,FALSE,Intake from Neutral Zone,Intake from Neutral Zone,0%,120%,9,0.00,0%,0.00,Score,Score,30%,140%,72,15.43,100%,15.43,Intake from Neutral Zone,Intake from Neutral Zone,0%,100%,0,0.00,0%,0.00,Pass,Pass,0%,0%,77,25.67,0%,0.00,Defense,Defense,0%,60%,0,0.00,0%,0.00,Defense,Defense,0%,120%,72,0.00,0%,0.00,73.24,60.35,Not Attempted,None,Not Attempted,None,3,0,4,4,0,0,,TRUE
81,Red,2,122,1,,Left Trench,Intake from Neutral Zone,Score,50%,160%,77,24.06,33.3%,72.26,FALSE,Intake from Neutral Zone,Score,50%,120%,9,3.75,33.3%,11.26,Score,Intake from Neutral Zone,50%,140%,72,25.71,66.7%,38.55,Intake from Neutral Zone,Pass,50%,100%,0,0.00,0%,0.00,Score,None,0%,0%,77,25.67,100%,25.67,Intake from Neutral Zone,Pass,0%,60%,0,0.00,0%,0.00,Score,None,60%,120%,72,36.00,100%,36.00,183.74,115.19,Not Attempted,None,Not Attempted,None,4,4,3,4,0,0,Really good even though it lost.,TRUE
81,Red,3,1727,1,,Right Trench,Score,None,70%,160%,77,33.69,100%,33.69,FALSE,Score,None,70%,120%,9,5.25,100%,5.25,Score,None,60%,140%,72,30.86,100%,30.86,Score,None,50%,100%,0,0.00,100%,0.00,Score,None,0%,0%,77,25.67,100%,25.67,Score,None,60%,60%,0,0.00,100%,0.00,Score,None,60%,120%,72,36.00,100%,36.00,131.46,131.46,Not Attempted,None,Not Attempted,None,4,0,4,4,0,0,,TRUE
82,Blue,1,540,1,,Hub,Intake from Neutral Zone,Score,40%,110%,65,23.64,33.3%,70.98,FALSE,Score,None,50%,90%,24,13.33,100%,13.33,Intake from Neutral Zone,Score,40%,90%,100,44.44,33.3%,133.47,Defense,Intake from Neutral Zone,0%,0%,0,0.00,0%,0.00,Score,None,0%,0%,122,40.67,100%,40.67,Defense,None,0%,0%,0,0.00,0%,0.00,Intake from Neutral Zone,Score,40%,110%,131,47.64,33.3%,143.05,401.50,169.72,Not Attempted,None,Not Attempted,None,4,0,3,5,0,5,"Great defence, put junkyard on lockdown. Great shooter and strategy.",TRUE
82,Blue,2,10224,1,,Hub,Score,Score,10%,110%,65,5.91,100%,5.91,FALSE,Intake from Neutral Zone,Intake from Neutral Zone,0%,90%,24,0.00,0%,0.00,Score,Intake from Neutral Zone,0%,90%,100,0.00,66.7%,0.00,Intake from Neutral Zone,Intake from Neutral Zone,0%,0%,0,0.00,0%,0.00,Score,Score,0%,0%,122,40.67,100%,40.67,Intake from Neutral Zone,Intake from Neutral Zone,0%,0%,0,0.00,0%,0.00,Score,Intake from Neutral Zone,10%,110%,131,11.91,66.7%,17.85,64.43,58.48,Not Attempted,None,Not Attempted,None,2,0,3,3,0,0,,TRUE
82,Blue,3,1629,1,,Left Trench,Score,None,60%,110%,65,35.45,100%,35.45,FALSE,Score,None,40%,90%,24,10.67,100%,10.67,Pass,Score,50%,90%,100,55.56,33.3%,166.83,Pass,Intake from Neutral Zone,0%,0%,0,0.00,0%,0.00,Score,None,0%,0%,122,40.67,100%,40.67,Pass,Intake from Neutral Zone,0%,0%,0,0.00,0%,0.00,Score,Intake from Neutral Zone,60%,110%,131,71.45,66.7%,107.13,360.75,213.80,Not Attempted,None,Not Attempted,None,4,4,4,5,5,0,,TRUE
